Flight No.,Launch site,Payload,Payload mass,Orbit,Customer,Launch outcome,Version Booster,Booster landing,Date,Time
96,CCAFS,GPS III,"4,311 kg",,,,F9 B5,,24 October 2020,15:31:34
97,KSC,Crew-1,"~12,500 kg",,,,F9 B5,,5 November 2020,23:24:23
98,VAFB,Sentinel-6 Michael Freilich (Jason-CS A),"1,192 kg",,,,F9 B5[,,16 November 2020,00:27
99,CCAFS,Starlink,"15,600 kg",,,,F9 B5,,21 November 2020,17:17:08
100,KSC,SpaceX CRS-21,"2,972 kg",,,,F9 B5 ♺[,,25 November 2020,02:13
101,CCSFS,SXM-7,"7,000 kg",,,,F9 B5 ♺[,,6 December 2020,16:17:08
102,KSC,NROL-108,C,,,,F9 B5 ♺,,13 December 2020,17:30:00
103,CCSFS,Türksat 5A,"3,500 kg",,,,F9 B5 ♺,,19 December 2020,14:00:00
104,KSC,Starlink,"15,600 kg",,,,F9 B5,,8 January 2021,02:15
105,CCSFS,Transporter-1,"~5,000 kg",,,,F9 B5B1051.8609,,20 January 2021,13:02
106,CCAFS,Dragon Spacecraft Qualification Unit,0,,,,F9 B5B1058.5613,,24 January 2021,15:00
1,CCAFS,Dragon,0,,,,F9 v1.07B0003.18,,4 June 2010,18:45
2,CCAFS,Dragon,525 kg,,,,F9 v1.07B0004.18,,8 December 2010,15:43
3,CCAFS,SpaceX CRS-1,"4,700 kg",,,,F9 v1.07B0005.18,,22 May 2012,07:44
4,CCAFS,SpaceX CRS-2,"4,877 kg",,,,F9 v1.07B0006.18,,8 October 2012,00:35
5,VAFB,CASSIOPE,500 kg,,,,F9 v1.07B0007.18,,1 March 2013,15:10
6,CCAFS,SES-8,"3,170 kg",,,,F9 v1.17B10038,,29 September 2013,16:00
7,CCAFS,Thaicom 6,"3,325 kg",,,,F9 v1.1,,3 December 2013,22:41
8,Cape Canaveral,SpaceX CRS-3,"2,296 kg",,,,F9 v1.1,,6 January 2014,22:06
9,Cape Canaveral,Orbcomm-OG2,"1,316 kg",,,,F9 v1.1,,18 April 2014,19:25
10,Cape Canaveral,AsiaSat 8,"4,535 kg",,,,F9 v1.1,,14 July 2014,15:15
11,Cape Canaveral,AsiaSat 6,"4,428 kg",,,,F9 v1.1,,5 August 2014,08:00
12,Cape Canaveral,SpaceX CRS-4,"2,216 kg",,,,F9 v1.1[,,7 September 2014,05:00
13,Cape Canaveral,SpaceX CRS-5,"2,395 kg",,,,F9 v1.1[,,21 September 2014,05:52
14,Cape Canaveral,DSCOVR,570 kg,,,,F9 v1.1[,,10 January 2015,09:47
15,Cape Canaveral,ABS-3A,"4,159 kg",,,,F9 v1.1[,,11 February 2015,23:03
16,Cape Canaveral,SpaceX CRS-6,"1,898 kg",,,,F9 v1.1[,,2 March 2015,03:50
17,Cape Canaveral,TürkmenÄlem 52°E / MonacoSAT,"4,707 kg",,,,F9 v1.1[,,14 April 2015,20:10
18,Cape Canaveral,SpaceX CRS-7,"1,952 kg",,,,F9 v1.1[,,27 April 2015,23:03
19,Cape Canaveral,Orbcomm-OG2,"2,034 kg",,,,F9 v1.1[,,28 June 2015,14:21
20,VAFB,Jason-3,553 kg,,,,F9 FT[,,22 December 2015,01:29
21,Cape Canaveral,SES-9,"5,271 kg",,,,F9 v1.1[,,17 January 2016,18:42
22,Cape Canaveral,SpaceX CRS-8,"3,136 kg",,,,F9 FT[,,4 March 2016,23:35
23,Cape Canaveral,JCSAT-14,"4,696 kg",,,,F9 FT[,,8 April 2016,20:43
24,Cape Canaveral,Thaicom 8,"3,100 kg",,,,F9 FT[,,6 May 2016,05:21
25,Cape Canaveral,ABS-2A,"3,600 kg",,,,F9 FT[,,27 May 2016,21:39
26,Cape Canaveral,SpaceX CRS-9,"2,257 kg",,,,F9 FT[,,15 June 2016,14:29
27,Cape Canaveral,JCSAT-16,"4,600 kg",,,,F9 FT[,,18 July 2016,04:45
28,VAFB,Iridium NEXT,"9,600 kg",,,,F9 FT[,,14 August 2016,05:26
29,KSC,SpaceX CRS-10,"2,490 kg",,,,F9 FT[,,14 January 2017,17:54
30,KSC,EchoStar 23,"5,600 kg",,,,F9 FT[,,19 February 2017,14:39
31,KSC,SES-10,"5,300 kg",,,,F9 FT[,,16 March 2017,06:00
32,KSC,NROL-76,C,,,,F9 FT♺[,,30 March 2017,22:27
33,KSC,Inmarsat-5 F4,"6,070 kg",,,,F9 FT[,,1 May 2017,11:15
34,KSC,SpaceX CRS-11,"2,708 kg",,,,F9 FT[,,15 May 2017,23:21
35,KSC,BulgariaSat-1,"3,669 kg",,,,F9 FT[,,3 June 2017,21:07
36,VAFB,Iridium NEXT,"9,600 kg",,,,F9 FTB1029.2195,,23 June 2017,19:10
37,KSC,Intelsat 35e,"6,761 kg",,,,F9 FT[,,25 June 2017,20:25
38,KSC,SpaceX CRS-12,"3,310 kg",,,,F9 FT[,,5 July 2017,23:38
39,VAFB,Formosat-5,475 kg,,,,F9 B4[,,14 August 2017,16:31
40,KSC,Boeing X-37B,"4,990 kg",,,,F9 FT[,,24 August 2017,18:51
41,VAFB,Iridium NEXT,"9,600 kg",,,,F9 B4[,,7 September 2017,14:00
42,KSC,SES-11,"5,200 kg",,,,F9 B4[,,9 October 2017,12:37
43,KSC,Koreasat 5A,"3,500 kg",,,,F9 FTB1031.2220,,11 October 2017,22:53:00
44,Cape Canaveral,SpaceX CRS-13,"2,205 kg",,,,F9 B4[,,30 October 2017,19:34
45,VAFB,Iridium NEXT,"9,600 kg",,,,F9 FTB1035.2227,,15 December 2017,15:36
46,CCAFS,Zuma,C,,,,F9 FTB1036.2227,,23 December 2017,01:27
47,CCAFS,GovSat-1,"4,230 kg",,,,F9 B4[,,8 January 2018,01:00
48,VAFB,Paz,"2,150 kg",,,,F9 FTB1032.2245,,31 January 2018,21:25
49,CCAFS,Hispasat 30W-6,"6,092 kg",,,,F9 FTB1038.2268,,22 February 2018,14:17
50,VAFB,Iridium NEXT,"9,600 kg",,,,F9 B4[,,6 March 2018,05:33
51,CCAFS,SpaceX CRS-14,"2,647 kg",,,,F9 B4B1041.2268,,30 March 2018,14:14
52,CCAFS,Transiting Exoplanet Survey Satellite,362 kg,,,,F9 B4B1039.2292,,2 April 2018,20:30
53,KSC,Bangabandhu-1,"3,600 kg",,,,F9 B4[,,18 April 2018,22:51
54,VAFB,Iridium NEXT,"6,460 kg",,,,F9 B5311B1046.1268,,11 May 2018,20:14
55,CCAFS,SES-12,"5,384 kg",,,,F9 B4B1043.2322,,22 May 2018,19:47
56,CCAFS,SpaceX CRS-15,"2,697 kg",,,,F9 B4B1040.2268,,4 June 2018,04:45
57,CCAFS,Telstar 19V,"7,075 kg",,,,F9 B4B1045.2336,,29 June 2018,09:42
58,VAFB,Iridium NEXT,"9,600 kg",,,,F9 B5,,22 July 2018,05:50
59,CCAFS,Merah Putih,"5,800 kg",,,,F9 B5349B1048[,,25 July 2018,11:39
60,CCAFS,Telstar 18V,"7,060 kg",,,,F9 B5B1046.2354,,7 August 2018,05:18
61,VAFB,SAOCOM 1A,"3,000 kg",,,,F9 B5[,,10 September 2018,04:45
62,KSC,Es'hail 2,"5,300 kg",,,,F9 B5B1048.2364,,8 October 2018,02:22
63,VAFB,SSO-A,"~4,000 kg",,,,F9 B5B1047.2268,,15 November 2018,20:46
64,CCAFS,SpaceX CRS-16,"2,500 kg",,,,F9 B5B1046.3268,,3 December 2018,18:34:05
65,CCAFS,GPS III,"4,400 kg",,,,F9 B5[,,5 December 2018,18:16
66,VAFB,Iridium NEXT,"9,600 kg",,,,F9 B5[,,23 December 2018,13:51
67,CCAFS,Nusantara Satu,"4,850 kg",,,,F9 B5B1049.2397,,11 January 2019,15:31
68,KSC,Crew Dragon Demo-1,"12,055 kg",,,,F9 B5B1048.3399,,22 February 2019,01:45
69,CCAFS,SpaceX CRS-17,"2,495 kg",,,,F9 B5[]413,,2 March 2019,07:49
70,CCAFS,Starlink,"13,620 kg",,,,F9 B5[,,4 May 2019,06:48
71,VAFB,RADARSAT Constellation,"4,200 kg",,,,F9 B5B1049.3434,,24 May 2019,02:30
72,CCAFS,SpaceX CRS-18,"2,268 kg",,,,F9 B5B1051.2420,,12 June 2019,14:17
73,CCAFS,AMOS-17,"6,500 kg",,,,F9 B5B1056.2465,,25 July 2019,22:01
74,CCAFS,Starlink,"15,600 kg",,,,F9 B5B1047.3472,,6 August 2019,23:23
75,CCAFS,SpaceX CRS-19,"2,617 kg",,,,F9 B5,,11 November 2019,14:56
76,CCAFS,JCSat-18,"6,956 kg",,,,F9 B5[,,5 December 2019,17:29
77,CCAFS,Starlink,"15,600 kg",,,,F9 B5B1056.3482,,17 December 2019,00:10
78,KSC,Crew Dragon in-flight abort test,"12,050 kg",,,,F9 B5,,7 January 2020,02:19:21
79,CCAFS,Starlink,"15,600 kg",,,,F9 B5,,19 January 2020,15:30
80,CCAFS,Starlink,"15,600 kg",,,,F9 B5,,29 January 2020,14:07
81,CCAFS,SpaceX CRS-20,"1,977 kg",,,,F9 B5,,17 February 2020,15:05
82,KSC,Starlink,"15,600 kg",,,,F9 B5,,7 March 2020,04:50
83,KSC,Starlink,"15,600 kg",,,,F9 B5,,18 March 2020,12:16
84,KSC,Crew Dragon Demo-2,"12,530 kg",,,,F9 B5,,22 April 2020,19:30
85,CCAFS,Starlink,"15,600 kg",,,,F9 B5[,,30 May 2020,19:22
86,CCAFS,Starlink,"15,410 kg",,,,F9 B5,,4 June 2020,01:25
87,CCAFS,GPS III,"4,311 kg",,,,F9 B5,,13 June 2020,09:21
88,CCAFS,ANASIS-II,"5,000–6,000 kg",,,,F9 B5,,30 June 2020,20:10:46
89,KSC,Starlink,"14,932 kg",,,,F9 B5B1058.2544,,20 July 2020,21:30
90,CCAFS,Starlink,"~15,440 kg",,,,F9 B5,,7 August 2020,05:12
91,CCAFS,SAOCOM 1B,"3,130 kg",,,,F9 B5B1049.6544,,18 August 2020,14:31
92,KSC,Starlink,"15,600 kg",,,,F9 B5,,30 August 2020,23:18
93,KSC,Starlink,"15,600 kg",,,,F9 B5B1060.2563,,3 September 2020,12:46:14
94,KSC,Starlink,"15,600 kg",,,,F9 B5B1058.3565,,6 October 2020,11:29:34
95,CCAFS,Starlink,"15,600 kg",,,,F9 B5B1051.6568,,18 October 2020,12:25:57
96,CCAFS,GPS III,"4,311 kg",,,,F9 B5,,24 October 2020,15:31:34
97,KSC,Crew-1,"~12,500 kg",,,,F9 B5,,5 November 2020,23:24:23
98,VAFB,Sentinel-6 Michael Freilich (Jason-CS A),"1,192 kg",,,,F9 B5[,,16 November 2020,00:27
99,CCAFS,Starlink,"15,600 kg",,,,F9 B5,,21 November 2020,17:17:08
100,KSC,SpaceX CRS-21,"2,972 kg",,,,F9 B5 ♺[,,25 November 2020,02:13
101,CCSFS,SXM-7,"7,000 kg",,,,F9 B5 ♺[,,6 December 2020,16:17:08
102,KSC,NROL-108,C,,,,F9 B5 ♺,,13 December 2020,17:30:00
103,CCSFS,Türksat 5A,"3,500 kg",,,,F9 B5 ♺,,19 December 2020,14:00:00
104,KSC,Starlink,"15,600 kg",,,,F9 B5,,8 January 2021,02:15
105,CCSFS,Transporter-1,"~5,000 kg",,,,F9 B5B1051.8609,,20 January 2021,13:02
106,CCAFS,,,,,,F9 B5B1058.5613,,24 January 2021,15:00
1,CCAFS,,,,,,F9 v1.07B0003.18,,4 June 2010,18:45
2,CCAFS,,,,,,F9 v1.07B0004.18,,8 December 2010,15:43
3,CCAFS,,,,,,F9 v1.07B0005.18,,22 May 2012,07:44
4,CCAFS,,,,,,F9 v1.07B0006.18,,8 October 2012,00:35
5,VAFB,,,,,,F9 v1.07B0007.18,,1 March 2013,15:10
6,CCAFS,,,,,,F9 v1.17B10038,,29 September 2013,16:00
7,CCAFS,,,,,,F9 v1.1,,3 December 2013,22:41
8,Cape Canaveral,,,,,,F9 v1.1,,6 January 2014,22:06
9,Cape Canaveral,,,,,,F9 v1.1,,18 April 2014,19:25
10,Cape Canaveral,,,,,,F9 v1.1,,14 July 2014,15:15
11,Cape Canaveral,,,,,,F9 v1.1,,5 August 2014,08:00
12,Cape Canaveral,,,,,,F9 v1.1[,,7 September 2014,05:00
13,Cape Canaveral,,,,,,F9 v1.1[,,21 September 2014,05:52
14,Cape Canaveral,,,,,,F9 v1.1[,,10 January 2015,09:47
15,Cape Canaveral,,,,,,F9 v1.1[,,11 February 2015,23:03
16,Cape Canaveral,,,,,,F9 v1.1[,,2 March 2015,03:50
17,Cape Canaveral,,,,,,F9 v1.1[,,14 April 2015,20:10
18,Cape Canaveral,,,,,,F9 v1.1[,,27 April 2015,23:03
19,Cape Canaveral,,,,,,F9 v1.1[,,28 June 2015,14:21
20,VAFB,,,,,,F9 FT[,,22 December 2015,01:29
21,Cape Canaveral,,,,,,F9 v1.1[,,17 January 2016,18:42
22,Cape Canaveral,,,,,,F9 FT[,,4 March 2016,23:35
23,Cape Canaveral,,,,,,F9 FT[,,8 April 2016,20:43
24,Cape Canaveral,,,,,,F9 FT[,,6 May 2016,05:21
25,Cape Canaveral,,,,,,F9 FT[,,27 May 2016,21:39
26,Cape Canaveral,,,,,,F9 FT[,,15 June 2016,14:29
27,Cape Canaveral,,,,,,F9 FT[,,18 July 2016,04:45
28,VAFB,,,,,,F9 FT[,,14 August 2016,05:26
29,KSC,,,,,,F9 FT[,,14 January 2017,17:54
30,KSC,,,,,,F9 FT[,,19 February 2017,14:39
31,KSC,,,,,,F9 FT[,,16 March 2017,06:00
32,KSC,,,,,,F9 FT♺[,,30 March 2017,22:27
33,KSC,,,,,,F9 FT[,,1 May 2017,11:15
34,KSC,,,,,,F9 FT[,,15 May 2017,23:21
35,KSC,,,,,,F9 FT[,,3 June 2017,21:07
36,VAFB,,,,,,F9 FTB1029.2195,,23 June 2017,19:10
37,KSC,,,,,,F9 FT[,,25 June 2017,20:25
38,KSC,,,,,,F9 FT[,,5 July 2017,23:38
39,VAFB,,,,,,F9 B4[,,14 August 2017,16:31
40,KSC,,,,,,F9 FT[,,24 August 2017,18:51
41,VAFB,,,,,,F9 B4[,,7 September 2017,14:00
42,KSC,,,,,,F9 B4[,,9 October 2017,12:37
43,KSC,,,,,,F9 FTB1031.2220,,11 October 2017,22:53:00
44,Cape Canaveral,,,,,,F9 B4[,,30 October 2017,19:34
45,VAFB,,,,,,F9 FTB1035.2227,,15 December 2017,15:36
46,CCAFS,,,,,,F9 FTB1036.2227,,23 December 2017,01:27
47,CCAFS,,,,,,F9 B4[,,8 January 2018,01:00
48,VAFB,,,,,,F9 FTB1032.2245,,31 January 2018,21:25
49,CCAFS,,,,,,F9 FTB1038.2268,,22 February 2018,14:17
50,VAFB,,,,,,F9 B4[,,6 March 2018,05:33
51,CCAFS,,,,,,F9 B4B1041.2268,,30 March 2018,14:14
52,CCAFS,,,,,,F9 B4B1039.2292,,2 April 2018,20:30
53,KSC,,,,,,F9 B4[,,18 April 2018,22:51
54,VAFB,,,,,,F9 B5311B1046.1268,,11 May 2018,20:14
55,CCAFS,,,,,,F9 B4B1043.2322,,22 May 2018,19:47
56,CCAFS,,,,,,F9 B4B1040.2268,,4 June 2018,04:45
57,CCAFS,,,,,,F9 B4B1045.2336,,29 June 2018,09:42
58,VAFB,,,,,,F9 B5,,22 July 2018,05:50
59,CCAFS,,,,,,F9 B5349B1048[,,25 July 2018,11:39
60,CCAFS,,,,,,F9 B5B1046.2354,,7 August 2018,05:18
61,VAFB,,,,,,F9 B5[,,10 September 2018,04:45
62,KSC,,,,,,F9 B5B1048.2364,,8 October 2018,02:22
63,VAFB,,,,,,F9 B5B1047.2268,,15 November 2018,20:46
64,CCAFS,,,,,,F9 B5B1046.3268,,3 December 2018,18:34:05
65,CCAFS,,,,,,F9 B5[,,5 December 2018,18:16
66,VAFB,,,,,,F9 B5[,,23 December 2018,13:51
67,CCAFS,,,,,,F9 B5B1049.2397,,11 January 2019,15:31
68,KSC,,,,,,F9 B5B1048.3399,,22 February 2019,01:45
69,CCAFS,,,,,,F9 B5[]413,,2 March 2019,07:49
70,CCAFS,,,,,,F9 B5[,,4 May 2019,06:48
71,VAFB,,,,,,F9 B5B1049.3434,,24 May 2019,02:30
72,CCAFS,,,,,,F9 B5B1051.2420,,12 June 2019,14:17
73,CCAFS,,,,,,F9 B5B1056.2465,,25 July 2019,22:01
74,CCAFS,,,,,,F9 B5B1047.3472,,6 August 2019,23:23
75,CCAFS,,,,,,F9 B5,,11 November 2019,14:56
76,CCAFS,,,,,,F9 B5[,,5 December 2019,17:29
77,CCAFS,,,,,,F9 B5B1056.3482,,17 December 2019,00:10
78,KSC,,,,,,F9 B5,,7 January 2020,02:19:21
79,CCAFS,,,,,,F9 B5,,19 January 2020,15:30
80,CCAFS,,,,,,F9 B5,,29 January 2020,14:07
81,CCAFS,,,,,,F9 B5,,17 February 2020,15:05
82,KSC,,,,,,F9 B5,,7 March 2020,04:50
83,KSC,,,,,,F9 B5,,18 March 2020,12:16
84,KSC,,,,,,F9 B5,,22 April 2020,19:30
85,CCAFS,,,,,,F9 B5[,,30 May 2020,19:22
86,CCAFS,,,,,,F9 B5,,4 June 2020,01:25
87,CCAFS,,,,,,F9 B5,,13 June 2020,09:21
88,CCAFS,,,,,,F9 B5,,30 June 2020,20:10:46
89,KSC,,,,,,F9 B5B1058.2544,,20 July 2020,21:30
90,CCAFS,,,,,,F9 B5,,7 August 2020,05:12
91,CCAFS,,,,,,F9 B5B1049.6544,,18 August 2020,14:31
92,KSC,,,,,,F9 B5,,30 August 2020,23:18
93,KSC,,,,,,F9 B5B1060.2563,,3 September 2020,12:46:14
94,KSC,,,,,,F9 B5B1058.3565,,6 October 2020,11:29:34
95,CCAFS,,,,,,F9 B5B1051.6568,,18 October 2020,12:25:57
96,CCAFS,,,,,,F9 B5,,24 October 2020,15:31:34
97,KSC,,,,,,F9 B5,,5 November 2020,23:24:23
98,VAFB,,,,,,F9 B5[,,16 November 2020,00:27
99,CCAFS,,,,,,F9 B5,,21 November 2020,17:17:08
100,KSC,,,,,,F9 B5 ♺[,,25 November 2020,02:13
101,CCSFS,,,,,,F9 B5 ♺[,,6 December 2020,16:17:08
102,KSC,,,,,,F9 B5 ♺,,13 December 2020,17:30:00
103,CCSFS,,,,,,F9 B5 ♺,,19 December 2020,14:00:00
104,KSC,,,,,,F9 B5,,8 January 2021,02:15
105,CCSFS,,,,,,F9 B5B1051.8609,,20 January 2021,13:02
106,,,,,,,F9 B5B1058.5613,,24 January 2021,15:00
1,,,,,,,F9 v1.07B0003.18,,4 June 2010,18:45
2,,,,,,,F9 v1.07B0004.18,,8 December 2010,15:43
3,,,,,,,F9 v1.07B0005.18,,22 May 2012,07:44
4,,,,,,,F9 v1.07B0006.18,,8 October 2012,00:35
5,,,,,,,F9 v1.07B0007.18,,1 March 2013,15:10
6,,,,,,,F9 v1.17B10038,,29 September 2013,16:00
7,,,,,,,F9 v1.1,,3 December 2013,22:41
8,,,,,,,F9 v1.1,,6 January 2014,22:06
9,,,,,,,F9 v1.1,,18 April 2014,19:25
10,,,,,,,F9 v1.1,,14 July 2014,15:15
11,,,,,,,F9 v1.1,,5 August 2014,08:00
12,,,,,,,F9 v1.1[,,7 September 2014,05:00
13,,,,,,,F9 v1.1[,,21 September 2014,05:52
14,,,,,,,F9 v1.1[,,10 January 2015,09:47
15,,,,,,,F9 v1.1[,,11 February 2015,23:03
16,,,,,,,F9 v1.1[,,2 March 2015,03:50
17,,,,,,,F9 v1.1[,,14 April 2015,20:10
18,,,,,,,F9 v1.1[,,27 April 2015,23:03
19,,,,,,,F9 v1.1[,,28 June 2015,14:21
20,,,,,,,F9 FT[,,22 December 2015,01:29
21,,,,,,,F9 v1.1[,,17 January 2016,18:42
22,,,,,,,F9 FT[,,4 March 2016,23:35
23,,,,,,,F9 FT[,,8 April 2016,20:43
24,,,,,,,F9 FT[,,6 May 2016,05:21
25,,,,,,,F9 FT[,,27 May 2016,21:39
26,,,,,,,F9 FT[,,15 June 2016,14:29
27,,,,,,,F9 FT[,,18 July 2016,04:45
28,,,,,,,F9 FT[,,14 August 2016,05:26
29,,,,,,,F9 FT[,,14 January 2017,17:54
30,,,,,,,F9 FT[,,19 February 2017,14:39
31,,,,,,,F9 FT[,,16 March 2017,06:00
32,,,,,,,F9 FT♺[,,30 March 2017,22:27
33,,,,,,,F9 FT[,,1 May 2017,11:15
34,,,,,,,F9 FT[,,15 May 2017,23:21
35,,,,,,,F9 FT[,,3 June 2017,21:07
36,,,,,,,F9 FTB1029.2195,,23 June 2017,19:10
37,,,,,,,F9 FT[,,25 June 2017,20:25
38,,,,,,,F9 FT[,,5 July 2017,23:38
39,,,,,,,F9 B4[,,14 August 2017,16:31
40,,,,,,,F9 FT[,,24 August 2017,18:51
41,,,,,,,F9 B4[,,7 September 2017,14:00
42,,,,,,,F9 B4[,,9 October 2017,12:37
43,,,,,,,F9 FTB1031.2220,,11 October 2017,22:53:00
44,,,,,,,F9 B4[,,30 October 2017,19:34
45,,,,,,,F9 FTB1035.2227,,15 December 2017,15:36
46,,,,,,,F9 FTB1036.2227,,23 December 2017,01:27
47,,,,,,,F9 B4[,,8 January 2018,01:00
48,,,,,,,F9 FTB1032.2245,,31 January 2018,21:25
49,,,,,,,F9 FTB1038.2268,,22 February 2018,14:17
50,,,,,,,F9 B4[,,6 March 2018,05:33
51,,,,,,,F9 B4B1041.2268,,30 March 2018,14:14
52,,,,,,,F9 B4B1039.2292,,2 April 2018,20:30
53,,,,,,,F9 B4[,,18 April 2018,22:51
54,,,,,,,F9 B5311B1046.1268,,11 May 2018,20:14
55,,,,,,,F9 B4B1043.2322,,22 May 2018,19:47
56,,,,,,,F9 B4B1040.2268,,4 June 2018,04:45
57,,,,,,,F9 B4B1045.2336,,29 June 2018,09:42
58,,,,,,,F9 B5,,22 July 2018,05:50
59,,,,,,,F9 B5349B1048[,,25 July 2018,11:39
60,,,,,,,F9 B5B1046.2354,,7 August 2018,05:18
61,,,,,,,F9 B5[,,10 September 2018,04:45
62,,,,,,,F9 B5B1048.2364,,8 October 2018,02:22
63,,,,,,,F9 B5B1047.2268,,15 November 2018,20:46
64,,,,,,,F9 B5B1046.3268,,3 December 2018,18:34:05
65,,,,,,,F9 B5[,,5 December 2018,18:16
66,,,,,,,F9 B5[,,23 December 2018,13:51
67,,,,,,,F9 B5B1049.2397,,11 January 2019,15:31
68,,,,,,,F9 B5B1048.3399,,22 February 2019,01:45
69,,,,,,,F9 B5[]413,,2 March 2019,07:49
70,,,,,,,F9 B5[,,4 May 2019,06:48
71,,,,,,,F9 B5B1049.3434,,24 May 2019,02:30
72,,,,,,,F9 B5B1051.2420,,12 June 2019,14:17
73,,,,,,,F9 B5B1056.2465,,25 July 2019,22:01
74,,,,,,,F9 B5B1047.3472,,6 August 2019,23:23
75,,,,,,,F9 B5,,11 November 2019,14:56
76,,,,,,,F9 B5[,,5 December 2019,17:29
77,,,,,,,F9 B5B1056.3482,,17 December 2019,00:10
78,,,,,,,F9 B5,,7 January 2020,02:19:21
79,,,,,,,F9 B5,,19 January 2020,15:30
80,,,,,,,F9 B5,,29 January 2020,14:07
81,,,,,,,F9 B5,,17 February 2020,15:05
82,,,,,,,F9 B5,,7 March 2020,04:50
83,,,,,,,F9 B5,,18 March 2020,12:16
84,,,,,,,F9 B5,,22 April 2020,19:30
85,,,,,,,F9 B5[,,30 May 2020,19:22
86,,,,,,,F9 B5,,4 June 2020,01:25
87,,,,,,,F9 B5,,13 June 2020,09:21
88,,,,,,,F9 B5,,30 June 2020,20:10:46
89,,,,,,,F9 B5B1058.2544,,20 July 2020,21:30
90,,,,,,,F9 B5,,7 August 2020,05:12
91,,,,,,,F9 B5B1049.6544,,18 August 2020,14:31
92,,,,,,,F9 B5,,30 August 2020,23:18
93,,,,,,,F9 B5B1060.2563,,3 September 2020,12:46:14
94,,,,,,,F9 B5B1058.3565,,6 October 2020,11:29:34
95,,,,,,,F9 B5B1051.6568,,18 October 2020,12:25:57
96,,,,,,,F9 B5,,24 October 2020,15:31:34
97,,,,,,,F9 B5,,5 November 2020,23:24:23
98,,,,,,,F9 B5[,,16 November 2020,00:27
99,,,,,,,F9 B5,,21 November 2020,17:17:08
100,,,,,,,F9 B5 ♺[,,25 November 2020,02:13
101,,,,,,,F9 B5 ♺[,,6 December 2020,16:17:08
102,,,,,,,F9 B5 ♺,,13 December 2020,17:30:00
103,,,,,,,F9 B5 ♺,,19 December 2020,14:00:00
104,,,,,,,F9 B5,,8 January 2021,02:15
105,,,,,,,F9 B5B1051.8609,,20 January 2021,13:02
106,,,,,,,F9 B5B1058.5613,,24 January 2021,15:00
1,,,,,,,,,4 June 2010,18:45
2,,,,,,,,,8 December 2010,15:43
3,,,,,,,,,22 May 2012,07:44
4,,,,,,,,,8 October 2012,00:35
5,,,,,,,,,1 March 2013,15:10
6,,,,,,,,,29 September 2013,16:00
7,,,,,,,,,3 December 2013,22:41
8,,,,,,,,,6 January 2014,22:06
9,,,,,,,,,18 April 2014,19:25
10,,,,,,,,,14 July 2014,15:15
11,,,,,,,,,5 August 2014,08:00
12,,,,,,,,,7 September 2014,05:00
13,,,,,,,,,21 September 2014,05:52
14,,,,,,,,,10 January 2015,09:47
15,,,,,,,,,11 February 2015,23:03
16,,,,,,,,,2 March 2015,03:50
17,,,,,,,,,14 April 2015,20:10
18,,,,,,,,,27 April 2015,23:03
19,,,,,,,,,28 June 2015,14:21
20,,,,,,,,,22 December 2015,01:29
21,,,,,,,,,17 January 2016,18:42
22,,,,,,,,,4 March 2016,23:35
23,,,,,,,,,8 April 2016,20:43
24,,,,,,,,,6 May 2016,05:21
25,,,,,,,,,27 May 2016,21:39
26,,,,,,,,,15 June 2016,14:29
27,,,,,,,,,18 July 2016,04:45
28,,,,,,,,,14 August 2016,05:26
29,,,,,,,,,14 January 2017,17:54
30,,,,,,,,,19 February 2017,14:39
31,,,,,,,,,16 March 2017,06:00
32,,,,,,,,,30 March 2017,22:27
33,,,,,,,,,1 May 2017,11:15
34,,,,,,,,,15 May 2017,23:21
35,,,,,,,,,3 June 2017,21:07
36,,,,,,,,,23 June 2017,19:10
37,,,,,,,,,25 June 2017,20:25
38,,,,,,,,,5 July 2017,23:38
39,,,,,,,,,14 August 2017,16:31
40,,,,,,,,,24 August 2017,18:51
41,,,,,,,,,7 September 2017,14:00
42,,,,,,,,,9 October 2017,12:37
43,,,,,,,,,11 October 2017,22:53:00
44,,,,,,,,,30 October 2017,19:34
45,,,,,,,,,15 December 2017,15:36
46,,,,,,,,,23 December 2017,01:27
47,,,,,,,,,8 January 2018,01:00
48,,,,,,,,,31 January 2018,21:25
49,,,,,,,,,22 February 2018,14:17
50,,,,,,,,,6 March 2018,05:33
51,,,,,,,,,30 March 2018,14:14
52,,,,,,,,,2 April 2018,20:30
53,,,,,,,,,18 April 2018,22:51
54,,,,,,,,,11 May 2018,20:14
55,,,,,,,,,22 May 2018,19:47
56,,,,,,,,,4 June 2018,04:45
57,,,,,,,,,29 June 2018,09:42
58,,,,,,,,,22 July 2018,05:50
59,,,,,,,,,25 July 2018,11:39
60,,,,,,,,,7 August 2018,05:18
61,,,,,,,,,10 September 2018,04:45
62,,,,,,,,,8 October 2018,02:22
63,,,,,,,,,15 November 2018,20:46
64,,,,,,,,,3 December 2018,18:34:05
65,,,,,,,,,5 December 2018,18:16
66,,,,,,,,,23 December 2018,13:51
67,,,,,,,,,11 January 2019,15:31
68,,,,,,,,,22 February 2019,01:45
69,,,,,,,,,2 March 2019,07:49
70,,,,,,,,,4 May 2019,06:48
71,,,,,,,,,24 May 2019,02:30
72,,,,,,,,,12 June 2019,14:17
73,,,,,,,,,25 July 2019,22:01
74,,,,,,,,,6 August 2019,23:23
75,,,,,,,,,11 November 2019,14:56
